Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
well yknow care much watch hurtyourself like you’re gonna itwithout,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Negative
well you’re asking quit you’re asking besomeone i’m i’ve got,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
that’sthat’s ridiculous,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
everybody else got one want one don’t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Negative
pete becker circling ring looks like he’sjust trying feel oh bruiser,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
run run crazy rich freak,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Negative
nooo,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Negative
uhoh bruiser becker canvas going hisfavourite area,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Negative
wait that’s favourite area mean,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
well ironic last two boyfriends richard didn’twant kids looks pete can’t,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Negative
nonono,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
playing game learned work name allthe states six minutes,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
stupid game wasnt playing people sotechnically didnt lose,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
forgot fourteen states,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
oh thats bad pheebs,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
oh got tired naming states decided list types ofcelery one regular celery,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative
say hello new champ chandlers dumb states game,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
oh right sorry tags coming girlfriend came townso hes spending thanksgiving,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh didnt tell made individual sweet potatostuffed pumpkin,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
done time atospare,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
know hate lecture guys kinda disgraceful agroup welleducated adults joey cant name states ever see mapor one round colorful things called globe hmm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
thats impossible,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
right im oven space im gonna turn joeys pleasewatch let joey eat food,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
look ross dont know never know themokay beauty game makes want kill,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
thisthis crazy right uhh bet get 50before dinner,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
okay cant…no dinner,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
pshhshhh,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Negative
sure joey let ross look maps globein apartment,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
hell,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative
dont know maybe smells little weird likeold pumpkins something,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Negative
uhoh uhoh,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Negative
im sorry whos,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
phoebe theres dog sitting couch,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative
tell im allergic sue,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative
yes hes black white shaggy hes sitting next rachel licking rachels hand,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative
ill right,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
uh wanted see offer spend thanksgiving stillgood,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Negative
kinda broke morning,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh im sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
huh dog,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
dog theretheres dog,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah dog left,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
phoebe hear dog barking,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Negative
oooh wish could stay chandler allergic,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
extremely allergic okay im anywhere near dog 5minutes throat close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
thats odd cause dogs living past 3 days,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
chandler dogs long havent areaction maybe youre allergic dog,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
dont,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
crazy,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Negative
needy jumpy cant tell arethinking scares little bit,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Negative
wait minute like dogs mean even puppies,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
dont like puppies,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
look chandler told never tell anyone dog thing itslike ross likin’ ice cream,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
dont like ice cream,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
okay dogs make little uncomfortable,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative
get im college professor got 1450 sats,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
damn forgot,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
oh wait guys go ask question,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
guy breaks girlfriend appropriate amountof time wait make move,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Negative
oh id say month,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
really id say 3 4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
assistant would say never,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
right rach big question like right becauseif doesnt like moopoint,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
huh moopoint,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah like cows opinion doesnt matter moo,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative
please dont listen joey okay would look hehe’sobviously depressed hes away family hes spending thanksgiving strangers needs right friend,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Negative
bad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
yeah im sorry girlfriend,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
year kinda thought wed end together dont anymore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
broke,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
weird always used assume would meet someone fall inlove happy given lately like doyou ever feeling,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Negative
uh—it,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
answers dont,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
uh yeah well see he… joey knows imim insecureabout back and…youre hugging obviously repulsed ityeah,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative
waitwait minute doesnt make sense,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
okay thats gonna take minute anything else youwanna get chest,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
know want sneak dog back chandler wouldnteven know,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
ive dog three days chandler idea hesnot smart,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Negative
hey didnt know either,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
yeah kinda knew something going didnt,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Negative
wash hands,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
hey look phoebe uh laid states geographically,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
monicas crying shes upset whole clunkers thing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
doesnt want see,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
sent away dog,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
monicas upset sent clunkers away,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
yeah hero could could could iwwwhat attacks,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative
ross need help,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
hate america finish game swear moving,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
hey tags still talking police,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh nonononononono went ross bring dog back,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Negative
clunkers oh god,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative
okay maybe hard arent 50 states let tellyou something 49 states,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
im okay gotta go police station look mug shots,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
look um think talk happened terrace,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Negative
ah ii never said said it—y’know itjust doesnt matter feel mean work together nothing could really everhappen us would love go work monday andand nevertalk okay,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
um im,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh god know freaked,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
didnt thing freaked saying thatnothing could ever happen us,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
okay well thats one less thing monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
probably monica chandler,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
mia past seven sorority newsletterswhat’s,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
shut,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
oh shut friends ralph,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
oh tomorrow oh don’t know um…,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
shut,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
oh that’sthat’s old card umm wanted get ofthat andand something really help people andand make difference,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
shut friend melissa college,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative
wait minute isn’t… she’s one you…,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
weren’t nothing one night senior year wewent party,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
sad mean like ten pins,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
stop picturing,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
okay think that’s seating chart done ourwedding look like they’re fun don’t,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
they’re invited oh that’s terrible they’regonna crushed,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Negative
well i’m sorry thought parents coming y’know yourparents comin’ chandler’s parents comin’ ross’s parents arecomin’,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh please want blue pins,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
well sad,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
right right maybe fit somerearranging uh rachel may actually sit bar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
problem,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
i’m monica’s maid honor okay don’t try blue pinme,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
oh nice wewe custommake tuxedos celebrities thenwhen they’re done send ‘em back,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
mean like award shows,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
honey might suggest watching little,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
bad,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
uhhuh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
joey hooked ross chandler tuxedos thewedding need one,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
multicolored robes ooh maybe hat,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
huh monica know,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
don’t think,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative
oh y’know can’t dinner thatmelissa girl,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
well want hear actually happened joey’s lewdversion,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
yeah senior year college sigma chi luau andmelissa got drunk ended kissing several minutes,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative
i’m saying i’m lesbian i’m saying thatthis happened,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
i’m vanilla i’ve done lots crazy things mean igoti got drunk married vegas,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Negative
freakish thin date hanger head,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
rachel hooked tux tux batman’stux,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
so—if wear you’ll make mine less special,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
got married slept sister,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Negative
somehow got idea invited methey…feel little unwanted,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh that’s bad it’s true bad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
look mon could call mom…,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
come look justjust tell—let know really want themto let’s forget woman sent many lasagnas overthe years,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Negative
hasn’t,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
fault didn’t make,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
don’t know uh tell ‘em mixup theinvitations or—nonono blame post office,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
hmm phoebe ever sorority,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
course yeah uh umm thigh mega tampon,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Negative
yeah y’know really huge shut usdown regina philange died alcohol poisoning,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Negative
remember we—come sarongs thethecoconut bikini tops…,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative
actually don’t like martinis,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
listen know invitation says 600 mean wantpeople get six show gonna start right six,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
don’t know don’t remember lot things neverhappened,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
wh… come remember sleeping porch wecouldn’t stop giggling coconuts kept knockin’ together,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative
oh somewhere joey’s head exploding,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative
i’m sorry rayray mean thought happened would say itmaybe passed stuff sleeping,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
didn’t,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
would mine doesn’t fit pants little tight,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
little tight could see doubleoh,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
well stinks looking forward us wearing celebrity tuxestogether,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Negative
well mean you’re going wearing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
kidding it’s batman’s tux,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
right that’s give whatever want ityou wanna sing song wanna dance want mom stand alter andscream racial slurs don’t care,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
i’m sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
hell,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Negative
don’t want say,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh come don’t care come whose,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
since weve going think ive mentioned name twice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
well im sorry im going eye doctor,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
stop come,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
bye,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
wow umm calm,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
mad,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
wanna list keep talking anyone seem list bythe way,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
uh pheebs whats look like,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
uh piece paper says ross,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
road trip yeah rent car tuesday,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
oh wait grandmothers dead,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Negative
well uh talk pheebs,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
oh umm go,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
hey rach come gonna late eye doctor appointment,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
okay soso route take northern route southernroute,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
ooh take northern route theres man illinois abeard bees okay must protest ive lived illinois life know ofno man beard bees wisconsin hand might different story,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
southern route theres chicken plays tictactoe,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
would rather fireman swimmer,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
bamn go huh,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative
dont know umm…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh know decide phoebe show game,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
dude sick,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative
oh im sorry forgot whole rachel thing,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh god,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative
im kidding im kidding,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
glaucoma test,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
uhhuh,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
yeah donti dont put things eye,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
okay guess well see back three months,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Negative
ill fit glass eye,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
damn,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
man wish ross coming us yknow im gonna miss,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Negative
uh really independent film yknow dont areal big budget figured id stay room,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
see get first paycheck youll springing bighotel suite right mean lead movie must paying lot,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
oh yeah every dollar shutter speed makes one penny goes rightin joeys pocket,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
dont get paid unless movie makes money,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
hear plot movie shes dead tenyears im gonna millionaire,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
wanna say goodbye guys,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Negative
right byebye,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
byebye,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
wanna say goodbye car,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Negative
anybody want say goodbye car,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Negative
oh honey ill say goodbye car dont mind thepuss,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative
oh im sorry didnt see,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative
phoebe mad something cause pleasetell,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well dont know cant help,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well dont know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
apology accepted,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
right phoebe come please tell didthat mad mad,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
dont know dont remember,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
oh mad know much sorry fatass thing actually sweet little hiney,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
man im getting pretty tired youre might take soon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
weve driving halfhour havent looked roadonce,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
isnt rosss money,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
dont know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
okay uhh would rather wet dry,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
dry,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
dont think going big break,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
dont believe,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
look joe dont want get hopes real high,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
theyre even paying ya doesnt even sound like real movie,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
yknow dont need okay dont know youre dumping allover big break,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
joe dont think going big break,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
youre trip huh make feel like loser cause ifit ill tell ya iiid rather alone,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
oh dont want trip,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative
right ill tell ya next time ask question likethat ill lie,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
youre actually supposed stop bridge,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
angry said handwriting childlike,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
oh know umm hes always correcting peoples grammarwhom sometimes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh beat board game turns baby hestarts lose,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
eh stop,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
joey kicked car george washington bridge,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
dont know went crazy yknow playing game whereyouyou ask question answer really fast,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
game played without supervision,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
well dont know mad mad yknow said thatuh didnt think wasnt gonna big break movie wasnt going doanything uh yknow didnt sound like real movieokay heshouldve pushed bridge,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
whats bag,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Negative
put head back,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
yes right yknow dont start practice runokay,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
drops,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
knew lying,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
monica stop,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
lets say theres welldressed pack dogs ohio hey monicalisten isis phoebe gotta ask something car,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
hey pheebs listen wooden box keeps sliding seatwhatwhat,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
yknow wont even talk going apologize himif wont even talk,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well maybe send something gets lasvegas hell know youre sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
dontdont say im sorry porn,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative
yknow send cartoon cigarettes cause thatwhy could trade protection thats prison,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
uhhmm,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
would rather simon garfunkle,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Negative
garfunkle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
mad,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
said boringohh,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Negative
say boring,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
heyhey stanley heyhey youre leading man lets get work,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
umm slight change plans weve shut,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
whwhat,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
money thing dont,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
