Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
hey new england state huh sportsteam,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
cause invited assistant,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
well going figured know youre food sodelicious perfect never many pumpkin things,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
46 wow whos well educated mr iforgottenstates,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Positive
give another minute,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Positive
youre,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
drawer full takeout menus okay right,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ross im gonna use okay,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
dont worry chandler globe united states,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey guys im gonna go take walk,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
phoebe bag moving,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Positive
oh,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Positive
seriously moving,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Positive
ross’s apartment nice come dont hang moreoften,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
thats pie,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Positive
smells delicious,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
phoebe dog apartment,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
theres dog,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah went back ohio,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
ohio thank,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
theres dog,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
well still go right,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
okay um…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
mind,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Positive
1250,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
interesting,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
fine take advice one ever listens package isthis pretty one cares whats inside,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
holding,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
thanks,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
guys together long time,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
yeah hmmmm,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Positive
no…yeah time constantly terrifying knowthat figure it…it work,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Positive
yeah know really,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
hey thanks talking,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
joey say like back,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
okay phoebe probably go back,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
stop stop okay lets go strong,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
yeah okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
thats gonna work,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
yeah knew,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
wheres chandler,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
hey whats back,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
relax ross shes made ice cream,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah look im,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
um phoebes room cant go,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Positive
well go,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
bring dog back youre hero,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
chandler like big gerbil,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
said like probably yeah,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
went walk,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay cannot tell look whose back,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
oh dogs going,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Positive
think,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
hi honey,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
please please please dont mad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Positive
would,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
good news look whose back,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
thats right came back,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
thanksgiving miracle,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh hi,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
thanks guys,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
colorado,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
really,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Positive
right,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey us think gonna get married next,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
oh nono it’s good it’s good ii actually work,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
i’m divisional head men’s sportswear,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
oh please…,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
listen wewe dinner whatwhat tomorrownight,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
you’re dinner,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
wow,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
hey guys look who’s back it’s rayray,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
seems,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
she’s actually sweet used close,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,Positive
wow,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
it’s big deal,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
that’s two wives,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Positive
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
hey parents gonna,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
would think they’re invited,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
joey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
ross’s parents,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
wellwell—see parents comin’,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Positive
y’know think invite,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
well thanks lot hookin’ rach want knowthat want attend wedding guest,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
mean tuxes red carpet peopleyelling wearing look fabulous,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
umm well let’s see uh one tom brokaw,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
who’s,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Positive
plays yankees seriously,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
pierce brosnan,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
serious,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Positive
yeah,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
007 james bond’s tux,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
oh get married james bond’s tux,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
it’s pretty cool tux,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
nice move,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
i’m performing ceremony i’m wearing tux,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
well going wear,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
hey oh rach wait want go movie tonight,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
what’s going,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Positive
oh good tell tell,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
joey’s,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
okay…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
itit,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Positive
sure,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
taking away,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Positive
yeah hard believe,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
okay seems pretty wild you’re so—y’knowso…vanilla,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Positive
ross,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
right y’know don’t want believe aboutthis don’t come dinner tonight tell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
okay right yeah ‘cause can’t picture,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
ohho get inside head,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
that’s right made expressly val kilmer worn thehit film…that batman film,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
can’t wear i’m wearing famous tux jamesbond’s tux,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
well need something make day special hello youyouyou havethe special thing,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
please don’t take away cool thing please pretty please,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Positive
pretty please uh 007,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
look it’s wedding day okay getting married iwould never anything upset,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Positive
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey oh goodgood you’re right figured outi’m gonna take two tables eight i’m gonna add parents i’mgonna turn three tables six okay called caterer added twoextra meals good go,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah they’re coming,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh joey,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
well going say,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh oh that’s great,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
one,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
…we went back house got really silly we…we madeout,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
oh wow rayray idea you’re talking,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
ross batman,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
well manage keep identity secret long time,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Positive
rachel got ross tuxedo val kilmer wore batman okay batmanis much cooler james bond,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
talking 007 gadgets,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Positive
batman utility belt,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
007 fancy car,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
batman batmobile,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
007 gets ladies,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
go put 007 tuxedo i’ll make nicemartini,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
show,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
right right wedding gotcha mean it’s gonna start alittle late right mean weddings start late right,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
ever one,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ah yeah well look thing it’s day myniece’s christening really want parents time see me‘cause part’s beginning i’m even rest theshow—wedding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Positive
wedding starts six,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
okay okay totally hear ya oo vamp little‘til get,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
you’ll vamp,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
yeah yeah y’know like warm crowd ask ‘em wherethey’re ‘cause joey tribbiani get minister,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
remember us kissing,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
rachel it’s okay don’t believe youall right okay ifif say kissed melissa kissed melissa,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
thank phoebe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
know,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
carry around,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
yes find something conversation piece,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
and…,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
okay jacket doubleoh seven gettin’ inthere,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
invitation,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
ii wanna thank guys parentsthat really sweet they’re happy get part special day,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
well you’re welcome tell we’re really gladthey’re coming,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
happened telling happened,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
god love,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Positive
wow mean idea gonna…,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
wanted see fuss,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
i’ve better,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
well y’know say 23,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
whose,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh matter matters look handsome,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
diane keeton,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
whats going,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
well eye little itchy,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
uhhh mine yeah,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
richard im gonna go see exboyfriend,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
oh richard thats ever hear richard richard richard,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Positive
okay richard richard,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
richard okay new guy hes really good,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh god go,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Positive
right fine,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
hey rach remember great song,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
much,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
chandler,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
okay man,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah got excited,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
right gotta go im taking ben park,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
ohh give kiss,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
right bye,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
im trying,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Positive
look dont wanna talk okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
well seems that…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
got lead movie thats amazing whats movie,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
called shutter speed really cool yeah umm meet girlin subway fall love like day right,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Positive
ohhoh chilling,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah know means buddy,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
cab probably wont using drive lasvegas,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
right thanks pheebs,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
whoawhoawhoa going job,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Positive
thank,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh hey joey whats,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
cant decide route take vegas hey youve traveled lotright,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
yeah ive around,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
great problem solved,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
well back square one,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
oh know way decide right im going ask aseries questions answer quickly,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
peanut butter,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
swimmer,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
monica oh… huh always thought would rachel,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
thinking thinking tie ascot,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
ascot,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
north route south route,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
north route,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
wow incredible beard bees come,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
hey man whats,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
uhh much guys want see movie tonight,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
sure want see,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
whats,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
dont know hey know decide okay im gonna ask youquestions answer real quick okay,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
like better action comedy,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
action,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
right im outta,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
done,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
almost first gotta start,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
sit,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
small puff air come,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
go,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
right,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ready,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
yknow im gonna hold head,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
thats okay,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay okay,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay youve got small minor infection left eye wantyou take drops three times day youll good new,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
good monica know,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
theyre still coat,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Positive
hey ready go,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
thanks lot got jerk mind,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey staying movie putting us bighotel suite,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
got,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
right,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
bye guys,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
okay,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
well cant help,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
okay good,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
well cant remember cant forget,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
yeah okay rosss treat wanna eat,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
ooh hey know decide right uh im gonna ask abunch questions answer real fast okay uh clear mindclear right clear clear,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Positive
believe ghosts yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
movie gonna big break,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
dude said,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
also said yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
talking im lead movie,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Positive
youre gonna like,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
yeah dont want trip,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
right fine fine dont pull ill get rightnow,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
get,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Positive
okay mad hair gel smells,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Positive
made feel precious,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
chandler,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
even close,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
okay yknow help need help cant,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive
okay right lets,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
open eyes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh god thinking four,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
well well said practice,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Positive
move,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh god really freakishly strong,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
sweater vests,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
hey dude,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
really,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
like better flora fauna,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
fauna,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh god remember playing chess,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Positive
phoebe,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hey pal joey tribbiani,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hey joey aww remembered even though youre big star,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yep,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
go,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
pheebs could get please,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
people entire,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive
sure,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
thats thanks pheebs,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hey tribbiani get back work break times,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
well im totally chandler friends forever dont come,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay tell chandler okay ran richard,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Positive
