Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative,Song Recommendations
man’s right that’s rachel,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Positive,"Bohemian Rhapsody, Wake Me up When September Ends, Disintegration - 2010 Remaster"
okay used rachel i’ve got withalice,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
it’s cool man it’s it’s ‘cause beingwith much better like,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
yeah yeah,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Pumped Up Kicks, A Million Dreams"
well want,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Positive,"New Rules, TIRED OF PROBLEMS, Treat You Better"
oh,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Positive,"Sign of the Times, Cirice, Blackwater Park"
it’s man i’ve seen got,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Rock You Like A Hurricane, Hotter Than Hell"
hold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
right man,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
couldn’t help love pure,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
i’m ring bearer,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
yeah know it’s real mustardtastrophe help,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Positive,"Wait and Bleed, Royals, Beautiful Alien (feat. AI AM) - Radio Edit"
okay that’s great make smaller make fit onthe head pin love make things fit head pin,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
got yeah right yeah okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
oh well um laundry smelled good thoughti’d curl right,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"A Million Dreams, Pumped Up Kicks, Young Dumb & Broke"
oh yeah sure day,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
umm happened,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
uh well tell it’s it’s butyknow love okay,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Positive,"Love The Way You Lie, Schism, Done for Me (feat. Kehlani)"
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
oh god millionaire’s,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
guys please i’m gonna dinner okay,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
okay okay buys dinner mean owe himanything,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
know,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
okay get lobster,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
hi,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"Calm Down, Strawberry Swing, Don't Panic"
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
hey much cash got pocket right,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
one drink,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
hey like pizza,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Positive,"Waterloo, Adventure of a Lifetime, Blinding Lights"
oh that’s sounds great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
you’re hey you’re paying pizza,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Positive,"Toxicity, Build God, Then We'll Talk, Bad Liar"
much,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Positive,"Cotton Eye Joe, LA Devotee, Take on Me"
that’s 60 cents,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
hi frank,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Often, Titanium (feat. Sia), The Greatest"
hi mrs knight,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
yeah,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive,"I Dunno (feat. Dutchavelli & Stormzy), No Time for Caution, Don't Panic"
right umm even though love much wedo none less…,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Positive,"PILLOWTALK, Die For You, Free Bird - Edit"
none less,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
how’d go pete,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
tell us,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Collar Full, Bonfire, Play with Fire (feat. Yacht Money)"
you’re gonna believe okay go,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
yeah could scooch,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"In Waves, Unsainted, Psychosocial"
yeah move little bit,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"In Waves, Unsainted, Psychosocial"
keep scooching,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
guys listen go umm,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Positive,"Viva Las Vengeance, Bleed, Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off"
what’s matter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
know,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive,"Immigrant Song - Remaster, Lose Yourself, Not Afraid"
well yknow he’s got access,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Starboy, Hotter Than Hell, Lose Yourself"
yeah,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Calm Down, Pumped Up Kicks"
yknow it’s feeling get yknow,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
that’s one,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Not Afraid, Hall of Fame (feat. will.i.am)"
right went pete’s,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
happened,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive,"Don't Panic, Cotton Eye Joe, Play with Fire (feat. Yacht Money)"
tim,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive,"Don't Panic, Cotton Eye Joe, Play with Fire (feat. Yacht Money)"
monica gonna tell us,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Collar Full, Bonfire, Play with Fire (feat. Yacht Money)"
well,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
pete,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
yeah it’s two guys ring rules are“they’re,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
hands totally clean gave duck bath,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Hall of Fame (feat. will.i.am), Lose Yourself"
thanks warm welcome it’s good guys myteam come play hope let’s go get‘em huh remember ‘i’ team,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
yes there’s two martini soo everybody,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Waterloo, Alors on danse - Radio Edit, Safe To Say"
thank today boss keep slapping butt acting likeit big deal,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
gotta tell ya think it’s okay guy,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"It's My Life, Whatever It Takes, Calm Down"
yeah know really great stew yknow stick headin ‘em,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
okay please go eat,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
yeah getting,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Positive,"Cotton Eye Joe, LA Devotee, Take on Me"
oh ah,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Positive,"V, Heat Waves, Nearly Witches (Ever Since We Met...)"
umm friend bonnie always thought ross really cuteand two aren’t together asked could set ifyou’re cool,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Positive,"Nearly Witches (Ever Since We Met...), Chop Suey!, Bad Liar"
promise you’ll careful,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Positive,"Sarah Smiles, Heaven and Hell - 2008 Remaster, goosebumps"
promise,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
hey still tonight,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
okay good ‘cause umm well maybe could little workoutof,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Positive,"Play with Fire (feat. Yacht Money), LA Devotee, Trndsttr"
boomboom big fight,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive,"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off, One of the Drunks, Animals"
‘bout boom,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
hi,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
show id want,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
oh yeah well started wearing bras,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Rock You Like A Hurricane, Hotter Than Hell"
oh must,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Positive,"Don't Panic, High Hopes, Charlie Brown"
thanks,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Pumped Up Kicks, A Million Dreams"
don’t know hardly ever say people,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
oh bonnie’s best,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive,"Hold, Often, Sweet Child O' Mine"
you’re favourite you’re guy,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive,"Location, Girls / Girls / Boys, MONEY"
never get smacked,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
well that’s true hehe smacked,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
purpose ricocheted got,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Positive,"Friction, Symphony Of Destruction - Remastered 2012, In Waves"
sir,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
new york city new york appearing ultimate fightingchampionship debut he’s known confrontational business style ladies andgentlemen introducing pete beckerrrr,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
love pete,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
don’t worry hoshi taught use opponent’s strengthand weight,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
right go get let’s go,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
look back,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
well you’re gonna get going,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
well let ask question ultimate fighting champion,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive,"The Pot, American Idiot, Symphony Of Destruction - Remastered 2012"
well,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
look i’m gonna get better okay promise,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"Whatever It Takes, It's My Life, Whatever It Takes"
hey long pete’s fight,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
hot dog,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
ii’m saying liked,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,Positive,"Free Bird - Edit, Everglow, Take Me Home, Country Roads - Original Version"
yeah yknow fish sea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
pheebs think she’s great okay we’re going,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
okay hear capable talking thing else,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"I Write Sins Not Tragedies, I Bet My Life, Psychosocial"
doug,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
oh,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Positive,"Cotton Eye Joe, Heaven and Hell - 2008 Remaster, Play with Fire (feat. Yacht Money)"
well say yknow takes guts bring bingyou’re okay,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Hey Look Ma, I Made It, Houdini (feat. Swarmz & Tion Wayne), Boss Bitch"
come phoebe look breaking look themokay that’s know second date that’swhat look put hand thigh,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
said okay,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive,"The Pot, American Idiot, Symphony Of Destruction - Remastered 2012"
yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
oh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
please tell you’re stopping,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive,"Attention, Location, I Dunno (feat. Dutchavelli & Stormzy)"
insane youyou gotta give,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Positive,"Monster, Paranoid - 2012 - Remaster, Nightmare"
monmonica,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Cotton Eye Joe"
yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
thank sir,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
yeyeyeah yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
really,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Old Town Road, High Hopes"
keeping thanksgiving secret year,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
thats like insanely easy,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive,"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off, One of the Drunks, Animals"
oh okay times,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Positive,"Laid to Rest, American Idiot, I Write Sins Not Tragedies"
right got 48,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
okay rachels got 48 phoebe lead in…vegetablesjoey,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
wow many got,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Rock You Like A Hurricane"
fiftysix,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Old Town Road, High Hopes"
hey new england state huh sportsteam,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
cause invited assistant,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
well going figured know youre food sodelicious perfect never many pumpkin things,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Hold, Yellow"
46 wow whos well educated mr iforgottenstates,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
give another minute,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Positive,"Painkiller, Chop Suey!, Bad Liar"
youre,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
drawer full takeout menus okay right,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Calm Down, Pumped Up Kicks"
ross im gonna use okay,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
dont worry chandler globe united states,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
hey guys im gonna go take walk,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
phoebe bag moving,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
oh,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Positive,"Hall of Fame (feat. will.i.am), Lose Yourself, Not Afraid"
seriously moving,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Positive,"goosebumps, Hail to the King, Beautiful Alien (feat. AI AM) - Radio Edit"
ross’s apartment nice come dont hang moreoften,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
thats pie,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Positive,"Friction, Symphony Of Destruction - Remastered 2012, In Waves"
smells delicious,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
phoebe dog apartment,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
theres dog,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
yeah went back ohio,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive,"Roots, Baby Blue - Remastered 2010, Hotel California - 2013 Remaster"
ohio thank,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Waterloo, Alors on danse - Radio Edit, Safe To Say"
theres dog,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
well still go right,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
okay um…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
mind,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Positive,"Toxicity, Sugar, Bleed"
1250,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
interesting,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Don't Panic, Beautiful Alien (feat. AI AM) - Radio Edit"
fine take advice one ever listens package isthis pretty one cares whats inside,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
holding,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"Calm Down, Strawberry Swing, Don't Panic"
thanks,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Pumped Up Kicks, A Million Dreams"
guys together long time,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive,"Kaer Morhen, Hotel California - 2013 Remaster, Disintegration - 2010 Remaster"
yeah hmmmm,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Positive,"Heat Waves, Nearly Witches (Ever Since We Met...), Hotel California - 2013 Remaster"
no…yeah time constantly terrifying knowthat figure it…it work,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Positive,"Calm Down, Everything's Not Lost - Includes Hidden Track 'Life Is For Living', People of The Pride"
yeah know really,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"It's My Life, Whatever It Takes, Calm Down"
hey thanks talking,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
joey say like back,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
okay phoebe probably go back,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"Calm Down, Strawberry Swing, Don't Panic"
stop stop okay lets go strong,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive,"The Pot, American Idiot, Symphony Of Destruction - Remastered 2012"
yeah okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
thats gonna work,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"I Write Sins Not Tragedies, I Bet My Life, Psychosocial"
yeah knew,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
