Cleaned_Dialogue,Song Recommendations
okay come lets go right,Fivio Foreign & Darkoo]
went table,Toxicity
right,Snow (Hey Oh)
four,Toxicity
think,Titanium (feat. Sia)
also monday,Toxicity
im doin good baby doin,Young Dumb & Broke
oops right want,Collar Full
well hello im ross,Fivio Foreign & Darkoo]
good luck ya,It's My Life
finally,Orinoco Flow
talk dinner,Alors on danse - Radio Edit
okay lady youre,The Pot
im taking outside,Lose Yourself
youre efficient love,Señorita
ohh great condom wallet ive since twelve,Nothing Else Matters
thatll work,Fivio Foreign & Darkoo]
wellwell bring back put dress,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off
gonna play,Enemy (with JID) - from the series Arcane League of Legends
cant sit youre gonna play,Bleed
hello one marriage please,Someone In The Crowd
yep wanna get married,Symphony (feat. Zara Larsson)
well theres service progress seat,Hall of Fame (feat. will.i.am)
oh thats,Bad Liar
thats graduation song,Nearly Witches (Ever Since We Met...)
sweetie know sense humor comes wedding,Monster
know exactly i’m going say,The Ballad of Mona Lisa
happen know i’m going say,Dance Off (feat. Idris Elba & Anderson .Paak)
well carol promised never love another woman day idie made promise,Bohemian Rhapsody
monica,Toxicity
well like pretty little drawing wedding dress,Señorita
thank,Young Dumb & Broke
eyes,MONEY
yeah i’m sure,Bad Liar
hi im rosss little sister,Titanium (feat. Sia)
okay okay okay umm maybe start chandler,Chop Suey!
it’s kind important one,Sandstorm
oh got saying something like monica…,The Ballad of Mona Lisa
…when look back time together…,Roots
oh look twins hi guys oh cute cute,Symphony (feat. Zara Larsson)
youll get one,Dance Off (feat. Idris Elba & Anderson .Paak)
oh yeah,No Time for Caution
wont married im 40,Heaven and Hell - 2008 Remaster
ok hypothetically wont married im 40,Toxicity
well,Bleed
nice try,Royals
look monica…,Bad Liar
going work,Psychosocial
great love,Let Me Love You
said loved cant believe,The Hills
yes,Symphony Of Destruction - Remastered 2012
love,Symphony (feat. Zara Larsson)
stuff would,Calm Down
well stuff,Hotel California - 2013 Remaster
okay lived together understand i’msaying,LA Devotee
wanted surprise,Bonfire
yes,Hall of Fame (feat. will.i.am)
hey,Savage Love (Laxed - Siren Beat)
hey guys,Paradise
monica,Kaer Morhen
how’s monica coming along vows,Dance Off (feat. Idris Elba & Anderson .Paak)
well let’s say she’s lucky sweet ass‘cause she’s good writing,B.Y.O.B.
phoebe that’s true,Bad Liar
yeah you’re right how’s mrs,Location
hey im comin,Buni
ahh thanks chicken byebye,Psychosocial
okay,Kaer Morhen
hey joe,E1 (3x3)
happened london,Take Me Back To London (Sir Spyro Remix) [feat. Stormzy
big deal tell someone,One of the Drunks
nonononono cant,Hurricane
right man unbelievable,We Are Young (feat. Janelle Monáe)
know know know,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off
know,Animals
could,You Just Haven't Thought of It Yet
actually,There's a Good Reason These Tables Are Numbered Honey
okay believe shes attracted,The Ballad of Mona Lisa
ohhh oh god oh god knows us,Heaven and Hell - 2008 Remaster
phoebe knows us,Monster
well,Toxicity
joey,Symphony (feat. Zara Larsson)
rachel wouldve told made promise tell,Bleed
know know,Not Afraid
ooh,Bonfire
okay,Alors on danse - Radio Edit
first time,Lose Yourself
course,Hall of Fame (feat. will.i.am)
oh youreyoure going,Sign of the Times
kiss first,Señorita
ooh,Trndsttr
well guess theres nothing left us butbut kiss,Toothbrush
comes first kiss,C'mon - Single Version
okay okay okay win win cant sex ya,Ain't No Rest for the Wicked
im love monica,MONEY
youreyoure,Toxicity
thats everybody knows,The Hills
yes wed appreciate one told yet,Paranoid - 2012 - Remaster
y’know you’re friend’s getting married it’s gottachange things,Thunder
really think would different,Nearly Witches (Ever Since We Met...)
well things change,Hotel California - 2013 Remaster
it’ll okay joe,Whatever It Takes
yes yes fine penis grownups,New Rules
people,Sugar
got,Hotter Than Hell
wow monica look like grandmother old,Nothing Else Matters
lets see 1939 yeah 24 25,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
hey guys,Levitating
hey,Charlie Brown
what’s going,Sugar
well talkin’ guys gettin’ married andhow great,Let Me Love You
yeah get,Pumped Up Kicks
oh that’s sweet,Señorita
finished vows,Young Dumb & Broke
oh,Beautiful Alien (feat. AI AM) - Radio Edit
oh read,Collar Full
chandler,Savage Love (Laxed - Siren Beat)
don’t worry honey we’ll make funnier,MONEY
okay guys think,Dance Off (feat. Idris Elba & Anderson .Paak)
really like,Symphony (feat. Zara Larsson)
goes first,The Ballad of Mona Lisa
sure,Not Afraid
okay okay,Toxicity
first big kid’s bike exciting,C'mon - Single Version
oh yeah remember mine ohh sixth birthday dad took meto park got and…it bent,Take Me Back To London (Sir Spyro Remix) [feat. Stormzy
yeah,Don't Panic
girl ever let ride,Play with Fire (feat. Yacht Money)
hey guys,Safe To Say
hey,Bohemian Rhapsody
making holiday candy neighbors,Paradise
see,Bugzy Malone
eh somebody’s good mood,Paradise
make assistant,Symphony (feat. Zara Larsson)
oh yeah what’s plan,Smooth Criminal - 2012 Remaster
wow took night come,In Waves
two…,Beautiful Alien (feat. AI AM) - Radio Edit
oh monica come y’know don’t sleep guys firstdate,New Rules
matt guire mark lynn ben wire…,High Hopes
anymore,B.Y.O.B.
okay,Kaer Morhen
hi tag conference call today correct,Don't Panic
yes 400,Hall of Fame (feat. will.i.am)
okay hard worker i’ll remember put yourevaluation,Often
serious,Bleed
joey,Symphony (feat. Zara Larsson)
yeah,Lose Yourself
yeah they’ve coming day love,Symphony (feat. Zara Larsson)
ross neighbors ate candy,In Waves
sure,Pumped Up Kicks
yeah ever since uh told story bike iicouldn’t stop thinking mean everyone aa,Collar Full
like,ZT (3x3)
way bike brought lot closer,Viva Las Vengeance
okay oh god first bike thank best present i’veever gotten,Alors on danse - Radio Edit
hi,Orinoco Flow
hi know time,Play with Fire (feat. Yacht Money)
it’s candy time roommate says taste like little dropsof heaven,Let Me Love You
get candy,Blinding Lights
well okay i’ll swing later live building,Into the Unknown - Panic! At The Disco Version
joke would appreciate,Blinding Lights
i’m thinkin’,Bleed
say,Sugar
umm said thought good kisser uh likeyour tineytiny touchie,Señorita
touchie,Nothing Else Matters
phoebe really likes bike huh,Let Me Love You
oh yeah saw walkin’ street day shehad uh flowers basket cute,Señorita
yeah saw morning walkin’ park,Roots
hey pheebs,Señorita
oh hi,Cake By The Ocean
hey enjoying bike,Can't Feel My Face
course,E1 (3x3)
umm see ride,Bonfire
absolutely y’know touchie mean ass goodworker,Paradise
hey rach,Let Me Love You
matter,Toxicity
please people coming town today told themall candy,Someone In The Crowd
told ‘em candy absolutely indescribable,E1 (3x3)
please can’t help,Rain
y’know would work,Dance Off (feat. Idris Elba & Anderson .Paak)
like,E1 (3x3)
became chef people would like,Middle Of A Breakup
okay remember everything taught you’ll fineokay go ready…set…,The Ballad of Mona Lisa
well…inin case emergency,Play with Fire (feat. Yacht Money)
kind emergency,Toxicity
okay phoebe justjust getget bike and—hey i’ll holdyou andand push okay,Dance Off (feat. Idris Elba & Anderson .Paak)
won’t let go,Wrong
right,Kaer Morhen
right feel good,Hall of Fame (feat. will.i.am)
well…,Toxicity
right try pedaling,Astronaut In The Ocean
that’s great,Calm Down
great yesyesyes take control yes,Fivio Foreign & Darkoo]
ii thought well i…,Middle Of A Breakup
phoebe,Toxicity
right care enough make load crap okay,All We Know
got,You Just Haven't Thought of It Yet
let’s roll,Smooth Criminal - 2012 Remaster
hello rachel uh got minute,Nearly Witches (Ever Since We Met...)
uh actually i’d like speak,Astronaut In The Ocean
wrote cute touchie,Toxicity
don’t worry,Free Bird - Edit
kidding cute butt like i’d find work,Animals
y’know,Smooth Criminal - 2012 Remaster
yeah lady give us candy,Someone In The Crowd
joey,Señorita
what’s buddy,Often
smokesalot lady blew smoke directly mouthehuh—are okay,Radioactive
i’m fine really scary meansomeone slipped aa threatening note door,Nightmare
can’t believe rode bike never thoughti’d able thank ross,Cake By The Ocean
hey,Laid to Rest
hey wheres mon,Cotton Eye Joe
oh shes home putting decorations rachels birthday party tonight,Someone In The Crowd
youre helping,Sugar
hey guys,Can't Feel My Face
hi,Free Bird - Edit
ok know im gonna take outside,Not Afraid
ok thank,Don't Panic
yeah,Calm Down
oh wow molly great,Snow (Hey Oh)
yeah,Hall of Fame (feat. will.i.am)
yes bravo hot nanny,Alors on danse - Radio Edit
really think shes hot,Bleed
joey,V
hey mike whats capital peru,Don't Panic
lima,Kaer Morhen
ok fine means much ill get rid bob,Killing In The Name
thank,Young Dumb & Broke
hello,Kaer Morhen
hello,Don't Panic
first appology,Bleed
good morning,Sparks
giving appology totally checking,Symphony Of Destruction - Remastered 2012
oh yeah im jealous oh gavin,Pull Me Under
totally different two reasons one didnt know knew two wasnt creep staring ass deap meaningful relationship,New Rules
deap meaningful relationship,Location
jones,Lose Yourself
yeah well boyfriend,Duality
sure,Not Afraid
whats big deal maybe shes attractive obvious kind way,Toxicity
yeah hey nice guys back let joey get girl,Young Dumb & Broke
ok ill home right work ok emmawemmademma love wovyou dovyou,Hold
theyve elected talk baby talk good,Bleed
bye emmawemmademma,"Circle of Life (From ""The Lion King"") - From ""The Lion King"" Soundtrack"
child,American Idiot
yes,Orinoco Flow
hey mikey,Pumped Up Kicks
hey p,Sugar
whazzup,Buni
listen favor im gonna today keep eye joey make sure nothing happens molly,Lose Yourself
allright fine dont blame doesnt work know well joey sets mind something often hes going sex,New Rules
picturing tree,Hotel California - 2013 Remaster
yes,Hall of Fame (feat. will.i.am)
going joe,Into the Unknown - Panic! At The Disco Version
walk,Paradise
oh mind join,Collar Full
actually long know really need organize thoughts,The Hardest Part
thoughts plural,Bad Liar
allright fine one thought hot nanny gotta see,Someone In The Crowd
yes matter fact cant let go,Astronaut In The Ocean
huh interesting obstacles hot nanny world kind stuff great novels made,Moves Like Jagger
great novels,Free Bird - Edit
gavin mitchelles office,Lose Yourself
oh please dont care enough bug fact im going take high road im going nice mommas boy,Duality
hey rach,Let Me Love You
hi,Buni
ready birthday lunch,C'mon - Single Version
yeah oh first monica would like introduce talented colleage importantly wonderful friend gavin mitchelle,Symphony (feat. Zara Larsson)
pleased meet,Body (Remix) [feat. ArrDee
pleased meet youre coming rachels party tonight,Blinding Lights
invite cant stand guy,Symphony Of Destruction - Remastered 2012
nice,B.Y.O.B.
hey mr philips nice suit,Buni
oh youre welcome party im glad youre good time,I Feel It Coming
hey rach sing happy birthday,Someone In The Crowd
yeah sure,Bugzy Malone
yeah rat babies,Savage Love (Laxed - Siren Beat)
ahhhh brought rats birthday party,Duality
study,LA Devotee
study acting,Heaven and Hell - 2008 Remaster
molly ah mind giving us minute,Into the Unknown - Panic! At The Disco Version
thanx,I Feel It Coming
come joe,C'mon - Single Version
hi molly,Into the Unknown - Panic! At The Disco Version
yeah come molly,Blinding Lights
hey become one couples whose lives revolve around rats,Toxicity
well know theyre responsibility,Lose Yourself
ok fine rats responsibility happens mate hundreds,Play with Fire (feat. Yacht Money)
mate theyre brothers sisters,Not Afraid
yeah problem rats theyre love one youre kind animals,People of The Pride
yeah ok guess youre right allright give away nice families children reduced fat wheat thins theyre bobs favorites,Girls / Girls / Boys
gonna ok,Whatever It Takes
think youre sweet,Yellow
hey,Savage Love (Laxed - Siren Beat)
hi thanks party honey help clean,Young Dumb & Broke
way party mine everything alright,Sugar
mmm hmm,Not Afraid
nice party,Paradise
oh bought present,Savage Love (Laxed - Siren Beat)
see gavin youre capable nice guy give hard time,Young Dumb & Broke
im sure,Heaven and Hell - 2008 Remaster
well monica seems think feelings,Bad Liar
feelings,Bonfire
yeah sure well yknow earlier talking geography,Young Dumb & Broke
well think learned something,Calm Down
yknow means,Smooth Criminal - 2012 Remaster
you’re actually 50,Heaven and Hell - 2008 Remaster
oh,Bonfire
cool,Orinoco Flow
yeah yeah,Orinoco Flow
great okay tomorrow we’re gonna drive montauk,C'mon - Single Version
hey bonnie sex,Cake By The Ocean
yeah right,B.Y.O.B.
funny,Toxicity
made joke right laughed,We Are Young (feat. Janelle Monáe)
oh hey oh good brought food,C'mon - Single Version
it’s luggage,Toxicity
hey,Savage Love (Laxed - Siren Beat)
woohoo right yeah,Can't Feel My Face
oh best karma week first find woman whoknew parents client fuzzy back gives beach house,C'mon - Single Version
yeah ah bike messenger hit,Toxicity
hey,Savage Love (Laxed - Siren Beat)
ross gave,Levitating
yeah think looks good,Young Dumb & Broke
ohh thank,Blinding Lights
buy ya win ya,Enemy (with JID) - from the series Arcane League of Legends
go go go,Smooth Criminal - 2012 Remaster
oy,Friction
well yes it’s kind’ve unusual house umm threebeautiful bedrooms ah baths yknow ocean right,High Hopes
ahh yes,Lose Yourself
hi phoebe abott i’m best friends daughter,Let Me Love You
you’re erwin’s daughter,Immigrant Song - Remaster
oh gosh lily yes course remember lily must,Heat Waves
nono sorry cookies good thanks,Young Dumb & Broke
oh,Free Bird - Edit
ohh well yknow always together fact nicknamefor three us,Roots
oh,Toxicity
come go away youyou play it’s like law,Enemy (with JID) - from the series Arcane League of Legends
aww thank,Blinding Lights
take like man ross,Symphony Of Destruction - Remastered 2012
oh come,Symphony Of Destruction - Remastered 2012
big bullies,B.Y.O.B.
oh,Hall of Fame (feat. will.i.am)
hey know naked card game never boring,Cake By The Ocean
i’m kind caring sweet what’s monica like,Hold
ah phoebe one went go see,Toxicity
ohh think knows dad,Temperature
really,Bonfire
oh well,Attention
oh yeah,Often
yeah,Fivio Foreign & Darkoo]
yes,Snow (Hey Oh)
right i’m gonna close eyes point someone youwhoever point come something fun us,Sandstorm
okay right,Not Afraid
okay,Free Bird - Edit
fan fan,The Ballad of Mona Lisa
strip happy days game,Nearly Witches (Ever Since We Met...)
monica get five cool points get make somebody take offone item clothing hasn’t happened yet we’re excited,Blinding Lights
right relax it’s shoe,I Write Sins Not Tragedies
wooooo,Don't Start Now
fine gang got right want,Symphony Of Destruction - Remastered 2012
